source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type
AgCensus2015-16 T14-16 All/Large/area/MvF,AgCensus2015-16,T14-16,All,Large,area,MvF,gender,men,women,6,6,0,0,diff,a,,,,percent,SYNTHETIC,23.33,6.86,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Telangana/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Telangana,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,28.66,46.86,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Telangana/Small/number/SCvsST,AgCensus2015-16,T2-4,Telangana,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,17.81,19.16,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Telangana/Small/number/STvsOthers,AgCensus2015-16,T2-4,Telangana,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,,,,percent,SYNTHETIC,13.91,32.22,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All Classes/area/STvsOthers,AgCensus2015-16,T2-4,Tripura,All Classes,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,8,0,0,8,equal,c,,,,percent,SYNTHETIC,18.51,21.62,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Tripura,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,33.27,52.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Tripura,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,6.39,26.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,49.23,24.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,39.88,25.69,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,23.29,10.92,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tripura,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,45.23,30.43,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Tripura,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,14.96,36.06,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Tripura,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,9.93,11.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Tripura,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,,,,percent,SYNTHETIC,13.94,36.84,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tripura,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,43.75,23.99,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tripura,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,50.84,27.37,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Tripura,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,3,3,0,0,equal,c,,,,percent,SYNTHETIC,9.46,14.06,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Tripura,ST,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,1,0,1,0,equal,c,,,,percent,SYNTHETIC,12.95,14.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,24.41,8.19,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,45.7,24.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,40.54,19.74,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tripura,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,31.93,21.14,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Tripura,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,55.64,34.91,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Tripura,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,35.95,23.97,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Tripura,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,26.02,46.14,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/Small/number/SCvsST,AgCensus2015-16,T2-4,Tripura,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,percent,SYNTHETIC,9.97,33.35,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Tripura/Small/number/STvsOthers,AgCensus2015-16,T2-4,Tripura,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,percent,SYNTHETIC,28.41,14.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,21.5,33.21,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Uttar Pradesh,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,percent,SYNTHETIC,24.33,13.18,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,20.3,31.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,4,0,0,4,equal,c,,,,percent,SYNTHETIC,29.86,34.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,30.76,14.46,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,42.06,28.7,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,21.46,5.31,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,29.0,8.53,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,4,0,0,equal,c,,,,percent,SYNTHETIC,15.62,20.06,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,26.45,15.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,54.04,31.26,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Large/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Large,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,15.22,39.53,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Large/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Large,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,33.57,48.12,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,5.3,20.59,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Uttar Pradesh,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,a,,,,percent,SYNTHETIC,24.99,11.78,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,12.76,34.37,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,27.06,47.57,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,43.55,33.14,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,27.71,10.39,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,34.99,17.51,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttar Pradesh,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,41.43,19.72,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/MarginalvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,26.08,27.8,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,1,0,0,1,equal,c,,,,percent,SYNTHETIC,7.2,9.8,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,Semi-mediumvsMedium,landholding,semi-medium operated area,medium operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,10.18,13.15,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/SmallvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,SmallvsMedium,landholding,small operated area,medium operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,32.92,37.78,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,1,0,1,0,equal,c,,,,percent,SYNTHETIC,9.66,11.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,26.62,6.26,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,39.27,24.83,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,51.29,32.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,38.76,17.39,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,17.68,5.92,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttar Pradesh,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,33.28,19.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,14.69,35.22,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,23.81,34.48,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,31.38,44.51,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Small/number/SCvsST,AgCensus2015-16,T2-4,Uttar Pradesh,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,percent,SYNTHETIC,31.14,19.43,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttar Pradesh/Small/number/STvsOthers,AgCensus2015-16,T2-4,Uttar Pradesh,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,19.14,37.0,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,10.57,15.09,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,18.84,31.22,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,percent,SYNTHETIC,29.92,19.56,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,22.56,38.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,26.15,5.55,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,23.23,10.97,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,22.95,6.15,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,37.99,23.12,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,0,4,0,equal,c,,,,percent,SYNTHETIC,34.97,39.15,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,37.88,27.55,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,49.94,30.8,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,41.11,20.66,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,,,,percent,SYNTHETIC,45.9,29.27,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,23.97,42.82,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,29.53,18.84,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,
