source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T14-16 All/Large/area/MvF,AgCensus2015-16,T14-16,All,Large,area,MvF,gender,men,women,6,6,0,0,diff,a,,,,percent,SYNTHETIC,41.11,22.49,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Sikkim,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,48.55,29.03,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Sikkim,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,2,0,0,2,equal,c,,,,percent,SYNTHETIC,22.14,26.44,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Sikkim/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Sikkim,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,34.86,52.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Sikkim/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Sikkim,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,1,0,diff,b,,,,percent,SYNTHETIC,45.24,70.62,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Sikkim/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Sikkim,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,28.38,45.47,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Sikkim/ST/area/MarginalvsSmall,AgCensus2015-16,T2-4,Sikkim,ST,area,MarginalvsSmall,landholding,marginal operated area,small operated area,1,1,0,0,equal,c,,,,percent,SYNTHETIC,45.89,49.1,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Sikkim/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Sikkim,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,67.58,51.1,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Sikkim,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,53.87,35.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/ST/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Sikkim,ST,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,47.09,36.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Sikkim,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,68.04,54.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Sikkim,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,65.15,51.36,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Sikkim,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,76.45,55.28,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Sikkim/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Sikkim,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,3,3,0,0,equal,c,,,,percent,SYNTHETIC,52.31,53.82,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,49.55,73.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,28.22,50.62,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,73.64,52.58,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,47.22,27.41,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tamil Nadu,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,73.61,49.27,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tamil Nadu,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,54.7,34.17,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,0,0,4,equal,c,,,,percent,SYNTHETIC,26.52,30.78,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,77.77,59.73,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,66.35,50.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,21.08,43.02,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,29.18,48.3,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/Medium/number/SCvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,49.27,63.46,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,50.07,76.21,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/area/MediumvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,SC,area,MediumvsLarge,landholding,medium operated area,large operated area,3,3,0,0,equal,c,,,,percent,SYNTHETIC,28.11,28.85,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,65.26,37.98,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,30.68,20.33,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tamil Nadu,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,52.93,41.24,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tamil Nadu,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,36.8,26.59,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,68.79,52.14,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,66.33,45.94,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/area/MarginalvsSmall,AgCensus2015-16,T2-4,Tamil Nadu,ST,area,MarginalvsSmall,landholding,marginal operated area,small operated area,1,0,1,0,equal,c,,,,percent,SYNTHETIC,40.73,41.9,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,67.41,56.77,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,43.1,21.5,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,64.37,38.13,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,54.67,24.81,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,3,0,3,0,equal,c,,,,percent,SYNTHETIC,58.6,59.58,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,60.12,38.55,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,53.36,40.95,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Tamil Nadu,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,73.65,43.75,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Tamil Nadu/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Tamil Nadu,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,percent,SYNTHETIC,32.92,34.83,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,58.8,70.07,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Tamil Nadu,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,percent,SYNTHETIC,44.8,49.65,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Tamil Nadu/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,28.12,43.05,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,32.56,58.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Tamil Nadu/Small/number/STvsOthers,AgCensus2015-16,T2-4,Tamil Nadu,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,,,,percent,SYNTHETIC,54.14,82.93,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/All Classes/area/SCvsST,AgCensus2015-16,T2-4,Telangana,All Classes,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,44.61,45.7,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Telangana,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,23.08,37.2,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Telangana,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,50.64,54.69,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Telangana,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,36.77,65.09,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/All/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Telangana,All,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,2,2,0,0,equal,c,,,,percent,SYNTHETIC,46.03,50.17,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/All/area/MarginalvsSmall,AgCensus2015-16,T2-4,Telangana,All,area,MarginalvsSmall,landholding,marginal operated area,small operated area,4,0,0,4,equal,c,,,,percent,SYNTHETIC,47.71,52.42,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Telangana,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,percent,SYNTHETIC,61.56,41.86,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Telangana,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,55.05,33.24,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Telangana,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,59.52,38.13,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Telangana,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,74.09,51.99,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Telangana,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,43.64,24.26,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Telangana,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,68.69,53.53,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Telangana,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,48.76,26.94,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/Large/area/SCvsST,AgCensus2015-16,T2-4,Telangana,Large,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,percent,SYNTHETIC,45.05,49.48,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/Marginal/area/SCvsST,AgCensus2015-16,T2-4,Telangana,Marginal,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,7,7,0,0,equal,c,,,,percent,SYNTHETIC,30.76,33.82,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Telangana,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,22.88,52.37,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Telangana,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,percent,SYNTHETIC,54.13,55.03,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Telangana,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,42.93,63.58,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/Medium/number/SCvsOthers,AgCensus2015-16,T2-4,Telangana,Medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,percent,SYNTHETIC,52.51,78.65,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Telangana,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,percent,SYNTHETIC,58.84,81.54,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,b,True
AgCensus2015-16 T2-4 Telangana/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Telangana,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,39.29,21.12,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Telangana,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,64.44,43.86,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Telangana,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,percent,SYNTHETIC,76.61,48.25,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Telangana,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,73.5,59.32,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/SC/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Telangana,SC,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,2,0,0,2,equal,c,,,,percent,SYNTHETIC,26.5,28.71,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,equal,c,True
AgCensus2015-16 T2-4 Telangana/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Telangana,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,60.07,49.69,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
AgCensus2015-16 T2-4 Telangana/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Telangana,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,percent,SYNTHETIC,83.04,53.45,smoke-test fabrication; not a census value,SYNTHETIC_SMOKE_VALUE,,,,,,diff,a,True
